state,district,disease,cases,deaths,start_date,report_date,status,comments,year,month,week
himachal pradesh,mandi,hepatitis,180,0,2026-01-19,2026-01-19,"cases of nausea, abdominal pain and yellow colored urine were reported from villages dari and bassa, sub-district chachyot, district mandi. district rrt investigated the outbreak. house to house survey was done. cases were treated at health facilities. 6 patients were treated at ipd. all cases recovered. out of 10 blood samples collected, 3 samples tested positive for hepatitis a (igm elisa). all 6 water samples collected were grade iv unsatisfactory for consumption. chlorination of water sources was done. pipeline leakages were repaired. over- head tanks were cleaned. community awareness and health education given by the peripheral team on the safe drinking water, hygiene and sanitation.",nan,2026,1,4
uttar pradesh,ghaziabad,acute gastroenteritis,13,0,2026-01-19,2026-01-21,under surveillance,"Cases of loose motion and vomiting were reported from Village Nidauri, CHC Dasna, Sub-District/District Ghaziabad. District RRT investigated the outbreak. Cases fell ill after eating food at the hostel mess of J P Girls Inter College. All cases were treated at CHC Dasna. Cases were in the age group 13-18 years. Community awareness and health education was given by the peripheral team on safe food habits, hygiene and sanitation.",2026,1,4
assam,biswanath,dysentery,150,0,2026-01-18,2026-01-18,under surveillance,"Cases of loose stools and headache were reported from Moghai Ojha Bihutoli, Sub-district Biswanath, District Biswanath. District RRT investigated the outbreak. Most of the cases were in the age group of 12–72 years. The cases had consumed a meal at a religious ceremony. 2 Dry food samples, 2 water samples and 10 stool samples were collected and sent to the IDSP-DPHL, Biswanath for analysis. The 2 water samples were found satisfactory by H₂S test. The 10 stool samples tested negative for",2026,1,3
tamil nadu,salem,chickenpox,9,0,2026-01-18,2026-01-20,under surveillance,"Cases of fever with vesicles were reported from Village Vellalapatti, Sub-district Omalur, District Salem. District RRT investigated the outbreak. Active search for fever cases was done in the locality. The affected age group was 6-35 years. 3 serum samples were tested at King Institute Preventive Medicine and Research, Chennai. All 3 samples tested positive for Varicella zoster (VZV IgM ELISA). Community awareness and health education given by the peripheral team on spread of infection, isolation of cases, hygiene and sanitation.",2026,1,3
kerala,malappuram,hepatitis,45,0,2026-01-17,2026-01-19,under surveillance,"Cases of nausea, vomiting, abdominal pain and yellow colored urine were reported from Village Nediyirippu, Sub-district Kondotty, District Malappuram. District RRT investigated the outbreak. House to",2026,1,3
west bengal,24paraganasnorth,acute diarrheal disease,83,0,2026-01-17,2026-01-17,under surveillance,"Cases of loose watery stools were reported from the border area of Khardah Municipality and Patulia GP, Sub-district Barrackpur - II, District 24 Paraganas North. RRT from Block and ACMOH Barrackpore office visited the affected area. Cases were treated at Bandipur BPHC. 3 rectal swab samples collected and sent to District Public Health Lab BGMCH showed growth of normal gut flora. Chlorination of water sources was done. Community awareness and health education given by the peripheral team on safe drinking water and food habits, hygiene and sanitation.",2026,1,3
madhya pradesh,narsinghpur,chickenpox,9,0,2026-01-17,2026-01-17,under surveillance,"Cases of fever with rash and itching were reported from Village Padam, Sub-district Tendukheda, District Narsinghpur. District RRT investigated the outbreak. Active search for fever cases was done in the affected area. Cases were in the age group 2-38 years. 2 blood and rashes fluid samples were collected and tested at ICMR Jabalpur. Both samples tested positive for V. zoster (IgM ELISA). Cases were treated symptomatically. Community awareness and health education given by the peripheral team on isolation of cases, hygiene maintenance and proper nutrition.",2026,1,3
jharkhand,jamtara,chickenpox,6,0,2026-01-17,2026-01-17,under surveillance,"Cases of fever with rash were reported from Village Gwalpara, Sub-district Karma Tanr Vidyasagar, District Jamtara. District RRT investigated the outbreak. The affected age group was 8-60 years. Blood samples from all cases were tested at RIMS Microbiology Lab, Ranchi. 4 samples tested positive for V. zoster (IgM ELISA). Community awareness and health education given by the peripheral team on spread of infection, isolation of cases, hygiene and sanitation.",2026,1,3
bihar,purbichamparan,measles,12,0,2026-01-16,2026-01-22,under surveillance,"Cases were reported from Village Barharwa, Sub-District Kesaria, District Purbi Champaran. District and block RRT investigated the outbreak. The affected age group was 3-6 years. All 5 blood samples collected and sent to AIIMS Patna tested positive for Measles (IgM ELISA). Medicines and Vitamin A Solution provided there by the medical team. Community awareness and health education given by the peripheral team on spread of infection, isolation of cases, hygiene and sanitation.",2026,1,3
odisha,kalahandi,acute gastroenteritis,15,0,2026-01-16,2026-01-17,under control,"Cases were reported from Village Dulkibandh, Sub-district Jayapatna, District Kalahandi.",2026,1,3
madhya pradesh,burhanpur,measles,15,0,2026-01-16,2026-01-16,under control,"Cases of fever with maculo-papular rash, and cough were reported from Village Baroli, Sub-district/District Burhanpur. District RRT",2026,1,3
delhi,southeast,meningitis,1,0,2026-01-15,2026-01-15,under surveillance,"A 71-year-old male was admitted to the Institute of Brain and Spine Centre, Lajpat Nagar, with complaints of fever for two days, neck rigidity, vomiting and headache. Blood and CSF samples were collected, and Neisseria meningitidis was isolated in the blood sample at IBS Center, New Delhi. The patient was put on empirical therapy. The patient was",2026,1,3
west bengal,purbabardhaman,food poisoning,101,0,2026-01-15,2026-01-15,under surveillance,"Cases of abdominal pain with vomiting were reported from Village Gonna, Sub-district Ausgram - I, District Purba Bardhaman. District RRT investigated the outbreak. The most affected age group was 15-59 years. Cases were treated at Bononabagram RH. 1 stool sample collected showed growth of no enteropathogens. The cases had a common meal exposure at a religious occasion. Community awareness and health education given by the peripheral team on safe drinking water and food habits, hygiene and sanitation.",2026,1,3
odisha,kendujhar,food poisoning,27,0,2026-01-15,2026-01-16,under surveillance,"Cases of loose motion, vomiting and abdominal pain were reported from Village Purumunda, Sub- district Ghatgaon, District Kendujhar. District RRT investigated the outbreak. People had consumed food in a death anniversary ritual ceremony. All cases were treated symptomatically. Cases were in the age group 4-70 years. Community awareness and health education given by the peripheral team on safe food habits and drinking water, hygiene and sanitation.",2026,1,3
kerala,ernakulam,chickenpox,5,0,2026-01-15,2026-01-18,under surveillance,"Cases of fever and vesicular blisters were reported from the Hostel of Sreesankaracharya University, Sub-district Aluva, District Ernakulam. District RRT investigated the outbreak. The affected age group was 19-20 years. Community awareness and health education given by the peripheral team on spread of infection, isolation of cases, hygiene and sanitation.",2026,1,3
maharashtra,nanded,acute diarrheal disease,17,0,2026-01-14,2026-01-15,under surveillance,"Cases of loose motions, stomach pain, and vomiting were reported from Village Wadgaon, Sub- district/District Nanded. District RRT investigated the outbreak. Cases were workers at a sugarcane farm who were treated at Government Medical College (GMC) Nanded. All cases were treated. ORS packets were given to cases. Chlorination of water sources was done. Community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",2026,1,3
west bengal,alipurduar,chickenpox,7,0,2026-01-14,2026-01-14,under control,"Cases of fever with rash were reported from Villages Uttar Satali and Uttar Latabari, Sub-district Kalchini, District Alipurduar. District RRT investigated the outbreak. The affected age group was 5-44 years. Cases were treated at Uttar Latabari RH. 4 blood samples were collected for Chickenpox IgM assay and serum samples were sent to NBMCH for testing. All 4 samples tested positive for Chickenpox (IgM assay). Community awareness and health education given by the peripheral team on spread of infection, isolation of cases, hygiene and sanitation.",2026,1,3
